arxiv_id,published,updated,title,authors,primary_category,categories,abstract,abs_url,pdf_url,topic,technical_signal,bottleneck,mapped_themes,mapped_tickers,mapped_a_shares,paper_signal_score,investment_readthrough,risk_note
2608.04084v1,2026-08-04,2026-08-04,SpecDrop: Parameter-Free Category-Conditioned Routing for Modular Specialization,Boyao Wang; Zhihan Lei,cs.LG,cs.LG; cs.CL; cs.CV,"Mixture-of-experts (MoE) networks pursue specialization through learned routers, gates, and load-balancing losses, yet at matched total-parameter budgets learned routers can underperform equal-weight No-Routing baselines. Is the bottleneck the routing algorithm, or the alignment between training-signal granularity and the target categories? We probe the question with SpecDrop, a fixed parameter-free routing scheme: each of $K$ branches receives weight $p_a$ for its assigned category and a small leakage $p_i > 0$ otherwise, merged through a category-independent fixed denominator, with no learned routing parameters and no auxiliary losses; the category label is required at inference. On vision tasks where each image has one superclass label (CIFAR-100 on ResNet-110; ImageNet-1K on ViT-S/16), SpecDrop reaches 79.23% on CIFAR-100 and 79.89% on ImageNet-1K, exceeding parameter-matched baselines that do not use the label (+4.75 over dense on CIFAR-100; +6.53 over the No-Routing+SE control on ImageNet-1K). These gains quantify what category supervision buys when deployed through routing -- not an advantage over label-aware deployments of the baselines: given the same label, masking a den…",https://arxiv.org/abs/2608.04084v1,https://arxiv.org/pdf/2608.04084v1,Mixture of experts,compute/network,compute/network,AI inference serving and networking,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,70,"AI inference serving and networking 指向 compute/network 瓶颈；美股锚点 AMD, AMZN, ANET, AVGO, CRDO, CRWV, GOOG, MRVL；A股映射 002156.SZ, 002463.SZ, 300442.SZ, 688041.SS, 688256.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.03297v1,2026-08-04,2026-08-04,Distractor-Aware Truncation: Disentangling Context-Length Effects from Signal Loss in Long-Context LLM Benchmarks,Mohsen Arjmandi,cs.AI,cs.AI; cs.CL,"A standard claim in the literature on retrieval-augmented and memory-augmented language models is that shorter context is better when the relevant information is preserved. We test this claim by running every sample of two long-context benchmarks -- BABILong and GraphWalks (BFS) -- at four context-retention fractions (100%, 75%, 50%, 25%) under two truncation protocols. The first is the naive protocol implicitly used in much prior work: drop content from the middle of the prompt. The second is distractor-aware: identify the task-relevant content for each sample and drop only the rest. We evaluate three sizes of the Claude family (Haiku 4.5, Sonnet 4.6, Opus 4.7) and, to test cross-provider generality, GPT-5.5 from a different provider; we apply the same protocol to two further benchmarks (MRCR v2, Oolong). Under naive truncation, score collapses monotonically (paired Wilcoxon, Holm-corrected p_adj < 0.05 in all eight BABILong and GraphWalks cells). Under the distractor-aware protocol -- which preserves the signal by construction -- performance is preserved or improves: the two smaller Claude models show statistically significant gains on BABILong, while the larger models (Opus 4.7…",https://arxiv.org/abs/2608.03297v1,https://arxiv.org/pdf/2608.03297v1,Long context and KV cache,memory/storage,memory/storage,HBM memory and context storage,AMD; AMZN; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,66,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, AMZN, GOOG, MSFT, MU, NTAP, NVDA, ORCL；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.03048v1,2026-08-04,2026-08-04,PI-Mem: Pushing Long-Context Reasoning to 3.6M Tokens with Parallel-Iterative Memory,Dawei Liu; Haixu Song; Shuang Cheng; Shijie Wang; Haozheng Hou; Kaifeng Liu; Ermo Hua; Zhonghang Yuan; Zhijie Zhong; Yuchen Fan; Biqing Qi; Bowen Zhou,cs.CL,cs.CL; cs.AI,"Long-context reasoning remains a critical bottleneck for large language models, as recent recurrent-memory approaches face two inherent challenges: sequential chunk-wise updates can overwrite early critical evidence with later irrelevant content, and serial inter-chunk dependencies limit parallelism and cause latency to increase with context length. To address these issues, we propose PI-Mem (Parallel-Iterative Memory), a mechanism that processes all chunks in parallel and iteratively refines a shared memory over a bounded number of turns. In each turn, PI-Mem reads all chunks in parallel conditioned on the current memory, selects new or complementary evidence from each chunk, and merges the selected evidence into a compact shared memory for the next turn. To discourage redundant turns, we optimize the workflow through reinforcement learning with an auxiliary turn-efficiency reward, enabling the model to adaptively exit once sufficient evidence has been accumulated. We evaluate PI-Mem with Qwen3.5-35B-A3B and Qwen2.5-7B on the HotpotQA benchmark across context lengths up to 3.6 million tokens and find that it outperforms the recurrent-memory baseline by +6.25 and +7.81 absolute po…",https://arxiv.org/abs/2608.03048v1,https://arxiv.org/pdf/2608.03048v1,Long context and KV cache,memory/storage,memory/storage,HBM memory and context storage,AMD; AMZN; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,66,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, AMZN, GOOG, MSFT, MU, NTAP, NVDA, ORCL；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.03447v1,2026-08-04,2026-08-04,Approximate Speculative Decoding,Yuannuo Feng; Zegang Peng; Yuxin Xie; Yubing Ye; Yizhe Chen; Wenshuai Yao; Wenyong Zhou; Wang Kang,cs.LG,cs.LG; cs.AI,"Speculative decoding accelerates autoregressive generation by verifying a draft block with a target model in parallel. Under standard greedy verification, decoding stops at the first draft token that differs from the target argmax, discarding the remaining target-scored suffix. Although accepting such a mismatch changes the decoding trajectory, it can make a contiguous suffix reusable when its tokens remain target-greedy under the realized prefix. In this paper, we introduce \textbf{Approximate Speculative Decoding (ASD)}, a training-free verifier that replaces binary first-mismatch truncation with budgeted longest-prefix selection. ASD accepts selected mismatches subject to a local target-logit regret gate, a per-block exception cap, and a persistent request-level regret budget, then reuses the contiguous target-greedy suffix without additional approximate decisions or target-model forward passes. ASD requires neither a new draft model nor fine-tuning, and exactly reduces to standard greedy verification when the budget is zero. Experiments show that ASD improves fixed-workload throughput by $3.05\%$--$15.26\%$ over matched strict verification and averages a $7.78\%$ gain across s…",https://arxiv.org/abs/2608.03447v1,https://arxiv.org/pdf/2608.03447v1,Speculative decoding,compute/network,compute/network,AI inference serving and networking,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,66,"AI inference serving and networking 指向 compute/network 瓶颈；美股锚点 AMD, AMZN, ANET, AVGO, CRDO, CRWV, GOOG, MRVL；A股映射 002156.SZ, 002463.SZ, 300442.SZ, 688041.SS, 688256.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.03211v1,2026-08-04,2026-08-04,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,Wanhao Liu; Jinsong Lin; Rulin Zhou; Chi Kit Ng; Wenbin Pan; Zhiqing Tang; Dongyue Li; Liwei Luo; Yanshen Wu; Panshuo Li; Zhiyong Xiong; Huxin Gao; Tamas Haidegger; Hongliang Ren,cs.CV,cs.CV; cs.RO,"Visual world models typically learn future dynamics from a single observation stream, limiting their ability to model cooperative systems with multiple independently moving observers. We investigate this challenge in Mother--Child endoscopic retrograde cholangiopancreatography (ERCP), where two flexible scopes provide complementary yet role-dependent views without a calibrated stereo relationship. Unlike conventional multi-view fusion that assumes symmetric information exchange, we formulate \textbf{role-asymmetric dual-scope future prediction}, where cross-view evidence is selectively transferred according to the prediction target and its underlying spatial requirements. We propose \textbf{CrossScope}, a dual-stream surgical world model that preserves view-specific experts while enabling target-specific evidence routing through geometry-guided residual interactions. CrossScope learns two complementary communication directions: geometric motion cues from the Mother view guide Child-view future dynamics, while pose-aligned Child appearance supports Mother-view prediction only when valid spatial correspondence is established. This design allows each scope to contribute task-relevant…",https://arxiv.org/abs/2608.03211v1,https://arxiv.org/pdf/2608.03211v1,World models and robotics,edge/robotics,edge/robotics,Physical AI and robotics,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,64,"Physical AI and robotics 指向 edge/robotics 瓶颈；美股锚点 ISRG, NVDA, ROK, TER, TSLA；A股映射 002050.SZ, 601689.SS, 688041.SS, 688256.SS, 600111.SS, 000657.SZ, 300124.SZ, 688017.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.02990v1,2026-08-04,2026-08-04,EmbodiedVAE: Disentangled Video VAE for Efficient and Controllable Embodied Manipulation,Jiayi Luo; Hanxin Zhu; Chen Gao; Jiankun Wang; Cong Wang; Tianyu He; Jianxin Li; Zhibo Chen,cs.RO,cs.RO,"Latent diffusion models (LDMs) have recently significantly advanced embodied learning in constructing powerful embodied manipulation world models. However, despite the remarkable performance, existing LDMs predominantly rely on Variational Autoencoders (VAEs) optimized for natural scenes while failing to account for the unique characteristics of embodied manipulation scenarios, yielding latent representations that are neither compact nor controllable, thereby hindering efficient training of LDMs and precise robotic control. To solve this problem, we present EmbodiedVAE, a novel video VAE that provides compact yet controllable latent representations tailored for the robotic manipulation world models. Specifically, EmbodiedVAE adopts a dual-encoder, single-decoder architecture with an asymmetric spatio-temporal compression module, which automatically disentangles the robot arm's motion from background environment, resulting in overall compactness while providing explicit embodied latent to support fine-grained action control. To further preserve the temporal consistency of learned robotic motion latent, we introduce an optimal-transport-based consistency module that explicitly enfor…",https://arxiv.org/abs/2608.02990v1,https://arxiv.org/pdf/2608.02990v1,World models and robotics,edge/robotics,edge/robotics,Physical AI and robotics,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,64,"Physical AI and robotics 指向 edge/robotics 瓶颈；美股锚点 ISRG, NVDA, ROK, TER, TSLA；A股映射 002050.SZ, 601689.SS, 688041.SS, 688256.SS, 600111.SS, 000657.SZ, 300124.SZ, 688017.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.01651v1,2026-08-03,2026-08-03,Bole: Efficient Tree Speculation for Hybrid-Attention Language Models,Li Wang; Yi Su; Xiabao Wu; Chiran You; Yongchao Liu; Zhan Qiu; Juelu Zhang; Jiajun Zheng; Fangxin Liu; Jie Zhang; Chen Tian; Chengying Huan,cs.DC,cs.DC; cs.CL; cs.LG,"Hybrid-attention large language models combine full attention with recurrent linear attention to reduce long-context inference costs, yet their autoregressive decoding remains memory-bound. Tree speculative decoding offers an attractive acceleration path, but existing tree-speculation systems are designed around the key--value caches of full-attention models. On hybrid models, they traverse recurrent layers branch by branch and materialize a full state for every proposal node, causing verification latency and transient memory to scale poorly with tree and batch sizes. We present Bole, a kernel--runtime co-design that enables efficient tree speculation for hybrid-attention LLMs. Bole transforms the linear-attention recurrence into a tree-structured closed form and realizes it with a resource-efficient GPU kernel, verifying all proposal nodes in parallel and accelerating linear-attention tree verification by 3.4--7.7$\times$. It losslessly encodes speculative state updates as token-level factors and reconstructs only the state selected after sampling, reducing transient state memory by 82--99$\times$ and freeing GPU capacity for KV caches. Its integration into SGLang, a widely deplo…",https://arxiv.org/abs/2608.01651v1,https://arxiv.org/pdf/2608.01651v1,Speculative decoding,compute/network; memory/storage,compute/network; memory/storage,AI inference serving and networking; HBM memory and context storage,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; MU; NBIS; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 002463.SZ; 300442.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,88,"AI inference serving and networking 指向 compute/network; memory/storage 瓶颈；美股锚点 AMD, AMZN, ANET, AVGO, CRDO, CRWV, GOOG, MRVL；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 002463.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.02901v1,2026-08-03,2026-08-03,AnchorKV: Anchor-Residual KV Cache Compression,Malik Khalaf; Yara Shamshoum; Nitzan Hodos; Yuval Sieradzki; Assaf Schuster,cs.LG,cs.LG; cs.CL,"The key-value (KV) cache is the primary memory bottleneck in long-context LLM inference. Existing approaches attack it from opposite ends: eviction methods permanently discard tokens, degrading performance whenever a discarded token later proves essential, while quantization methods retain all tokens at low precision but offer limited compression. We propose AnchorKV, a compression scheme that shrinks the cache by $20\times$ without discarding a single token. AnchorKV represents the cache using a small set of anchors stored exactly, expresses every other token through its most similar anchor, and refines only those whose approximation most affects the model's output. AnchorKV consistently preserves accuracy across models and datasets, retaining 99% of the full-cache score at the 70B scale, while keeping the entire context at a fraction of its cost.",https://arxiv.org/abs/2608.02901v1,https://arxiv.org/pdf/2608.02901v1,KV cache and inference memory,memory/storage,memory/storage,HBM memory and context storage,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,74,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, MU, NTAP, NVDA, PSTG, SNDK, STX, WDC；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.01631v1,2026-08-03,2026-08-03,Does Accuracy Equal Evidence? Reasoning Faithfulness under KV Cache Compression,Mengting Ai; Jingrui He; Yue Guo,cs.CL,cs.CL,"KV cache compression is commonly evaluated by final-answer accuracy, implicitly assuming that preserving the answer also preserves the reasoning that supports it. We test this assumption for large reasoning models and show that it can fail: under compression, correct answers and the validity of their visible supporting rationales can be preserved at different rates. We study this failure with a controlled fixed-trace replay protocol, which holds reasoning content fixed and isolates whether compression preserves usable information from an already available trace. We evaluate ten token-eviction KV compression methods and one quantization method on three models across mathematical reasoning, scientific QA, clinical calculation, and long-context retrieval. We measure final accuracy, answer-chain consistency, and perturbation faithfulness. Across tasks, token-eviction methods can preserve competitive final-answer accuracy while substantially degrading chain support or perturbation faithfulness. We call this the answer-evidence gap. A coverage-preserving quantization control is substantially less affected, suggesting that the failure is tied less to KV memory reduction itself than to lo…",https://arxiv.org/abs/2608.01631v1,https://arxiv.org/pdf/2608.01631v1,KV cache and inference memory,memory/storage,memory/storage,HBM memory and context storage,AMD; BE; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 600875.SS; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,74,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, BE, MU, NTAP, NVDA, PSTG, SNDK, STX；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.02947v1,2026-08-03,2026-08-03,ATFlash: Per-RoPE-Wavelength Attention Windows for Compute/Memory-Efficient LLM Inference,Shun-ichiro Hayashi; Daichi Mukunoki; Tetsuya Hoshino; Takahiro Katagiri,cs.LG,cs.LG; cs.CL,"The attention score with rotary position embeddings (RoPE) decomposes exactly into a sum over its 2D-rotation frequency pairs, and each pair's wavelength limits how far it can discriminate position. Aligned with this structure, we propose the per-RoPE-wavelength distance window: it prunes the query--key inner-product terms beyond a wavelength-proportional distance. Unlike a sliding window, every key remains reachable, at least through the low-frequency pairs. The reduction rate is input-independent, with a closed form logarithmic in the sequence length $N$, in contrast to dynamic-sparse methods like MInference. Such token-level selection is orthogonal to our frequency-level pruning. The window can therefore be applied on top of those methods. On Qwen2.5-0.5B and Llama-3.2-3B, the window prunes 37--48\% of the query--key inner-product terms within each model's native context length. Relative to full attention, the top-1 match rate stays at 96--98\% and the mean output-distribution KL at the $10^{-3}$-nat level on LongBench-v2 contexts. We examine absolute scores on long-context benchmarks such as RULER, OpenAI-MRCR, LongCodeQA, and $\infty$Bench: they are broadly preserved. We impl…",https://arxiv.org/abs/2608.02947v1,https://arxiv.org/pdf/2608.02947v1,Long context and KV cache,memory/storage,memory/storage,HBM memory and context storage,AMD; AMZN; BE; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 600875.SS; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,70,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, AMZN, BE, GOOG, MSFT, MU, NTAP, NVDA；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.01676v1,2026-08-03,2026-08-03,Understanding Sparse Attention Selectivity in Long-Context Foundation Models via Counterfactual Evaluation,Xingyu Ren; Youran Sun; Chugang Yi; Haizhao Yang,cs.CL,cs.CL; cs.LG,"Sparse attention is widely deployed in long-context serving stacks, yet no framework audits how discarding blocks changes the influence of specific content on model output. We first establish that the phenomenon is real and causal: Block Sparse Flash Attention (BSFA) route replay across four architectures changes output decisions in 13 of 16 cells, with zero identity-replay label flips. We then introduce a dense-calibrated counterfactual audit using matched probe cards---Gold (carrying the correct answer label), Poison (carrying a target wrong label), and Benign (filler only)---under six-layout position symmetry, isolating the sparsification-specific effect. Two patterns compete. Signal concentration: the selector preserves Gold and Poison blocks far above filler-matched Benign blocks (G$\approx$P$\gg$B across all model--task pairs). Integration loss: discarding blocks severs cross-block attention---confirmed by an ablation where isolating the probe block collapses its influence from 4.48 logits to zero. Compression ratio governs the balance: a full sweep from mild ($c=0.25$) to aggressive ($c=0.75$) compression across four model--task pairs reveals that three of four cells move t…",https://arxiv.org/abs/2608.01676v1,https://arxiv.org/pdf/2608.01676v1,KV cache and inference memory,memory/storage,memory/storage,HBM memory and context storage,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,70,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, MU, NTAP, NVDA, PSTG, SNDK, STX, WDC；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.02365v1,2026-08-03,2026-08-03,Faster-WAM: Do World Action Models Need Deep Action Modules?,Liheng Ma; Rui Heng Yang; Zhanguang Zhang; Mateo Clemente; Ziwen Hu; Tongtong Cao; Yingxue Zhang,cs.AI,cs.AI; cs.LG; cs.RO,"World Action Models (WAMs) couple robot action prediction with video world models. Existing WAMs with shared-backbone and Mixture-of-Transformers designs generally tie the depth of the action module to that of the video backbone, resulting in substantial computational overhead and high inference latency. To address this limitation, we introduce Dock of Transformer (DoT), a video-centric design principle that treats a pretrained video Transformer as a representation hub and connects lightweight output-heads through docking interfaces. This enables flexible output-head design while providing direct access to representations from all layers of the backbone. We then introduce \textbf{Faster-WAM}, an instantiation of DoT for WAMs, which docks a single-layer action head onto a 30-layer video backbone. The docking interface fuses keys and values from all video layers and applies RoPE realignment. Without additional embodied pretraining, Faster-WAM achieves competitive performance on LIBERO and RoboTwin 2.0 while demonstrating strong out-of-distribution generalization on LIBERO-Plus. Faster-WAM also achieves the lowest end-to-end latency in our controlled comparison, requiring only 66.5 m…",https://arxiv.org/abs/2608.02365v1,https://arxiv.org/pdf/2608.02365v1,World models and robotics,edge/robotics,edge/robotics,Physical AI and robotics,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,68,"Physical AI and robotics 指向 edge/robotics 瓶颈；美股锚点 ISRG, NVDA, ROK, TER, TSLA；A股映射 002050.SZ, 601689.SS, 688041.SS, 688256.SS, 600111.SS, 000657.SZ, 300124.SZ, 688017.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.02713v1,2026-08-03,2026-08-03,"Quo Vadis, World Modeling?",Yu Yang; Xuemeng Yang; Licheng Wen; Lingdong Kong; Xiaobin Hu; Dongyue Lu; Wei Chow; Xiyan Huang; Yuxiang Feng; Yue Liao; Jianbiao Mei; Daocheng Fu; Rong Wu; Pinlong Cai; Ran Yi; Ying Tai; Jiangning Zhang; Botian Shi; Yong Liu; Shuicheng Yan,cs.CV,cs.CV; cs.AI; cs.RO,"Continually improving agents require dynamic interaction feedback beyond static supervision, yet direct real-environment interaction is costly, slow, unsafe, and hard to parallelize. World modeling offers a natural intermediate proxy that allows agents to query lower-cost, more controllable feedback before committing to real actions. Classical world models instantiate this proxy primarily through future physical-state prediction, a formulation useful yet narrow for agents that require actionable feedback beyond raw state transitions. In this work, we conceptualize Agent-Centric Interactive World Proxies, shifting the fundamental paradigm from physical state transitions to agent-usable information transitions, such as execution outcomes, retrieved experiences or skills, and verification signals, broadening the scope of world modeling to provide versatile feedback for continually improving agents. To systematically map this design space, we organize world proxies into six functional forms based on their feedback modalities: dynamics, spatial, execution, memory/experience, skill, and reward/verification proxies, which together characterize the primary ways world modeling serves agent…",https://arxiv.org/abs/2608.02713v1,https://arxiv.org/pdf/2608.02713v1,World models and robotics,edge/robotics,edge/robotics,Physical AI and robotics,ISRG; NVDA; ROK; TER; TSLA,002050.SZ; 601689.SS; 688041.SS; 688256.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,64,"Physical AI and robotics 指向 edge/robotics 瓶颈；美股锚点 ISRG, NVDA, ROK, TER, TSLA；A股映射 002050.SZ, 601689.SS, 688041.SS, 688256.SS, 600111.SS, 000657.SZ, 300124.SZ, 688017.SS。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.01034v2,2026-08-02,2026-08-04,Opt.Gear Technical Report,Juneyoung Park; Youngwook Kwon,cs.CL,cs.CL,"We introduce OptGear, a foundation model designed for efficient on-device deployment, real-tim inference, and strong task capability. It includes a dense model (1M, 270M, and 1B) with a context length of 64K. We designed a new hybrid architecture that combines a convolutional key-value gated mixer with local-global attention to reduce the KV-cache memory that tends to increase exponentially with long context. This architecture delivers up to X4.9 faster prefill and decoding speeds on the NPUs compared to models of a similar scale models. From a 2T tokens candidate corpus, OptGear is trained on a curated 0.5T tokens subset without knowledge distillation. This is the most data-efficient of the existing foundation models. All models are released with open weights and deployment binaries for ONNX, Qualcomm NPU, and Apple ANE making OptGear a practical base for edge applications that need fast, memory-efficient inference and strong task capabilities. Furthermore, to expand the ecosystem of on-device generative language models, we are introducing the OptGear-1M that can be deployed on Micro-Controller Units (MCUs), a Tiny Language Model (TLM). OptGear-1M is the first generative language…",https://arxiv.org/abs/2608.01034v2,https://arxiv.org/pdf/2608.01034v2,KV cache and inference memory,memory/storage,memory/storage,HBM memory and context storage,AMD; AMZN; BE; GOOG; MSFT; MU; NTAP; NVDA; ORCL; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 600875.SS; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,74,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, AMZN, BE, GOOG, MSFT, MU, NTAP, NVDA；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
2608.00902v1,2026-08-02,2026-08-02,Practical Online KV Cache Compaction for LLM Agents: An Empirical Study,Yujian Liu; Jiabao Ji; Li An; Rohit Jain; Gungor Polatkan; Siyu Zhu; Shiyu Chang,cs.CL,cs.CL,"LLM agents accumulate long trajectories of reasoning steps, tool calls, and environment feedback, making the KV cache a major inference bottleneck. KV cache compaction can reduce this cost, but most prior methods assume a static context where future queries are known or can be approximated offline. Agents instead require online compaction: new information must be compressed before future relevance is known, using proxy queries cheap enough for the inference path. We study online compaction across token eviction (TE) and attention matching (AM), adapting both to compact agent turns and comparing cheap proxy sources such as boundary, repeat-prefill, and delayed future-generation queries. Experiments on BrowseComp-Plus and WideSearch show that immediate compaction often hurts performance, whereas delaying compaction to use the agent's future queries recovers much of the gap. Moreover, TE is often more robust than AM under imperfect proxies. Across models at different scales, TE preserves most of the accuracy while reducing KV cache by 80%, and can improve throughput over the no compaction baseline. These results position proxy-query selection as a core design choice for practical onl…",https://arxiv.org/abs/2608.00902v1,https://arxiv.org/pdf/2608.00902v1,KV cache and inference memory,memory/storage,memory/storage,HBM memory and context storage,AMD; BE; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 600875.SS; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,74,"HBM memory and context storage 指向 memory/storage 瓶颈；美股锚点 AMD, BE, MU, NTAP, NVDA, PSTG, SNDK, STX；A股映射 001309.SZ, 301308.SZ, 603986.SS, 688535.SS, 000021.SZ, 002156.SZ, 002409.SZ, 300604.SZ。",论文是技术前沿信号，不等同商业订单；需等待产品路线、capex、财报或供应链验证。
